Date,Service_Type,Resource_ID,Region,Usage_Quantity,Cost,Usage_Type,Account,Owner,Resource_State
2023-06-13 22:00:00,S3,i-12345678,eu-central-1,76.38,2073.99,Spot,Dept_B,User_5,Running
2023-06-13 23:00:00,S3,i-12345678,us-east-1,7.13,4014.73,On-Demand,Dept_B,User_4,Terminated
2023-06-14 00:00:00,S3,bucket-12345,us-east-1,48.38,2475.74,Reserved,Dept_D,User_2,Running
2023-06-14 01:00:00,Lambda,vol-12345678,eu-central-1,74.23,3610.53,Spot,Dept_A,User_4,Running
2023-06-14 03:00:00,RDS,i-12345678,ap-southeast-1,77.11,161.56,Spot,Dept_C,User_4,Terminated
2023-06-14 04:00:00,EC2,vol-12345678,ap-southeast-1,16.76,2733.38,Spot,Dept_D,User_1,Terminated
2023-06-14 05:00:00,EC2,vol-12345678,us-west-2,79.94,4946.91,Spot,Dept_A,User_5,Stopped
2023-06-14 07:00:00,S3,bucket-12345,eu-central-1,68.5,4321.59,Spot,Dept_B,User_2,Terminated
2023-06-14 09:00:00,S3,i-87654321,ap-southeast-1,40.9,3021.63,Reserved,Dept_D,User_5,Terminated
2023-06-14 11:00:00,VPC,i-12345678,us-west-2,86.73,2157.95,Spot,Dept_A,User_1,Terminated
2023-06-14 12:00:00,VPC,i-12345678,ap-southeast-1,16.25,2433.87,Reserved,Dept_D,User_2,Stopped
2023-06-14 13:00:00,EC2,bucket-12345,ap-southeast-1,63.18,410.55,On-Demand,Dept_C,User_4,Stopped
2023-06-14 14:00:00,S3,i-87654321,ap-southeast-1,92.33,211.34,On-Demand,Dept_D,User_5,Running
2023-06-14 15:00:00,EC2,vol-12345678,ap-southeast-1,67.47,2343.81,Spot,Dept_A,User_1,Running
2023-06-14 16:00:00,VPC,bucket-12345,ap-southeast-1,19.65,4217.45,Spot,Dept_B,User_1,Terminated
2023-06-14 17:00:00,DynamoDB,vol-12345678,eu-central-1,15.31,4656.66,On-Demand,Dept_D,User_1,Stopped
2023-06-14 18:00:00,RDS,i-87654321,ap-southeast-1,25.31,3293.44,Spot,Dept_A,User_4,Terminated
2023-06-14 19:00:00,EC2,vol-12345678,us-west-2,39.2,4132.08,On-Demand,Dept_A,User_2,Stopped
2023-06-14 21:00:00,RDS,i-87654321,eu-central-1,79.8,3507.58,On-Demand,Dept_C,User_1,Running
2023-06-14 22:00:00,Lambda,i-12345678,us-west-2,35.77,3845.28,On-Demand,Dept_C,User_4,Terminated
2023-06-14 23:00:00,EC2,i-12345678,us-east-1,93.62,2526.76,Spot,Dept_B,User_4,Stopped
2023-06-15 01:00:00,Lambda,bucket-12345,ap-southeast-1,90.89,796.14,Reserved,Dept_C,User_5,Terminated
2023-06-15 02:00:00,Lambda,i-12345678,eu-central-1,29.52,4219.15,On-Demand,Dept_C,User_1,Running
2023-06-15 04:00:00,Lambda,vol-12345678,ap-southeast-1,32.21,1337.59,Reserved,Dept_D,User_5,Terminated
2023-06-15 06:00:00,RDS,bucket-12345,us-east-1,60.75,4858.0,On-Demand,Dept_B,User_1,Stopped
2023-06-15 07:00:00,RDS,vol-12345678,eu-central-1,81.82,3929.97,On-Demand,Dept_B,User_3,Running
2023-06-15 08:00:00,RDS,vol-12345678,ap-southeast-1,9.45,1843.67,Spot,Dept_D,User_2,Terminated
2023-06-15 10:00:00,Lambda,vol-12345678,eu-central-1,20.59,4656.88,On-Demand,Dept_B,User_2,Terminated
2023-06-15 11:00:00,DynamoDB,vol-12345678,us-west-2,79.86,2694.65,On-Demand,Dept_A,User_4,Running
2023-06-15 12:00:00,Lambda,vol-12345678,us-east-1,93.34,2309.97,Spot,Dept_D,User_4,Terminated
2023-06-15 14:00:00,VPC,i-87654321,eu-central-1,37.98,1557.99,On-Demand,Dept_B,User_3,Terminated
2023-06-15 16:00:00,Lambda,bucket-12345,us-east-1,34.53,3986.51,On-Demand,Dept_A,User_2,Terminated
2023-06-15 17:00:00,DynamoDB,i-12345678,eu-central-1,71.29,3527.57,On-Demand,Dept_A,User_4,Terminated
2023-06-15 19:00:00,S3,i-12345678,ap-southeast-1,44.49,4847.39,On-Demand,Dept_C,User_4,Terminated
2023-06-15 21:00:00,DynamoDB,i-12345678,eu-central-1,75.79,1416.03,On-Demand,Dept_C,User_3,Terminated
2023-06-15 23:00:00,RDS,i-12345678,us-west-2,26.49,3709.01,Reserved,Dept_A,User_1,Stopped
2023-06-16 00:00:00,Lambda,i-12345678,ap-southeast-1,30.37,3986.53,Reserved,Dept_C,User_2,Running
2023-06-16 01:00:00,EC2,i-87654321,ap-southeast-1,55.61,2985.77,On-Demand,Dept_C,User_5,Stopped
2023-06-16 03:00:00,DynamoDB,i-12345678,us-west-2,83.11,1745.13,Reserved,Dept_A,User_2,Stopped
2023-06-16 06:00:00,DynamoDB,i-12345678,eu-central-1,9.6,2921.72,On-Demand,Dept_D,User_3,Stopped
2023-06-16 07:00:00,DynamoDB,bucket-12345,us-west-2,41.59,4064.76,Reserved,Dept_D,User_4,Terminated
2023-06-16 08:00:00,EC2,i-87654321,us-east-1,76.56,3886.09,Reserved,Dept_D,User_5,Terminated
2023-06-16 10:00:00,Lambda,i-12345678,ap-southeast-1,4.14,257.71,On-Demand,Dept_D,User_3,Stopped
2023-06-16 11:00:00,EC2,vol-12345678,ap-southeast-1,33.07,4252.87,Reserved,Dept_C,User_4,Running
2023-06-16 12:00:00,RDS,bucket-12345,ap-southeast-1,73.02,378.41,Reserved,Dept_D,User_3,Stopped
2023-06-16 13:00:00,EC2,vol-12345678,ap-southeast-1,52.22,1966.86,Reserved,Dept_C,User_5,Terminated
2023-06-16 15:00:00,EC2,bucket-12345,us-west-2,81.33,2820.46,On-Demand,Dept_C,User_3,Running
2023-06-16 17:00:00,RDS,i-87654321,us-east-1,78.63,1012.87,Reserved,Dept_C,User_3,Running
2023-06-16 21:00:00,DynamoDB,i-12345678,ap-southeast-1,74.16,3500.58,Spot,Dept_A,User_2,Stopped
2023-06-16 22:00:00,S3,bucket-12345,ap-southeast-1,75.34,4184.12,On-Demand,Dept_B,User_4,Running
2023-06-16 23:00:00,EC2,bucket-12345,us-east-1,97.23,1369.08,Spot,Dept_C,User_4,Stopped
2023-06-17 02:00:00,RDS,i-87654321,us-west-2,13.97,2639.75,Spot,Dept_A,User_5,Stopped
2023-06-17 04:00:00,Lambda,i-87654321,eu-central-1,52.89,1254.32,Spot,Dept_C,User_3,Stopped
2023-06-17 05:00:00,S3,i-12345678,eu-central-1,97.52,2303.46,Reserved,Dept_D,User_5,Running
2023-06-17 06:00:00,VPC,i-87654321,eu-central-1,58.98,804.44,On-Demand,Dept_A,User_4,Stopped
2023-06-17 09:00:00,EC2,i-87654321,us-east-1,7.49,4553.69,Reserved,Dept_D,User_4,Running
2023-06-17 12:00:00,DynamoDB,i-12345678,ap-southeast-1,17.2,4406.05,Spot,Dept_D,User_5,Running
2023-06-17 13:00:00,S3,bucket-12345,us-west-2,63.11,915.06,Reserved,Dept_C,User_2,Running
2023-06-17 14:00:00,DynamoDB,vol-12345678,us-west-2,59.66,394.13,Reserved,Dept_A,User_5,Stopped
2023-06-17 16:00:00,RDS,i-87654321,us-west-2,26.77,1545.43,Spot,Dept_C,User_1,Stopped
2023-06-17 17:00:00,S3,i-87654321,eu-central-1,39.16,4679.9,On-Demand,Dept_A,User_3,Terminated
2023-06-17 18:00:00,EC2,vol-12345678,ap-southeast-1,24.56,3188.25,On-Demand,Dept_D,User_5,Terminated
2023-06-17 19:00:00,EC2,i-87654321,us-west-2,24.39,4900.22,Spot,Dept_C,User_4,Running
2023-06-17 20:00:00,VPC,i-12345678,us-west-2,57.34,3767.27,Spot,Dept_D,User_1,Terminated
2023-06-17 21:00:00,Lambda,vol-12345678,eu-central-1,47.14,527.87,Spot,Dept_C,User_4,Stopped
2023-06-17 22:00:00,VPC,vol-12345678,us-east-1,66.76,4261.22,Reserved,Dept_B,User_3,Stopped
2023-06-18 00:00:00,EC2,i-87654321,us-east-1,66.09,3461.14,Spot,Dept_D,User_5,Terminated
2023-06-18 01:00:00,RDS,i-87654321,ap-southeast-1,58.25,2502.29,On-Demand,Dept_C,User_5,Running
2023-06-18 03:00:00,DynamoDB,bucket-12345,us-west-2,63.24,3825.07,Spot,Dept_D,User_5,Running
2023-06-18 04:00:00,DynamoDB,i-87654321,eu-central-1,16.64,4018.42,On-Demand,Dept_A,User_1,Stopped
2023-06-18 05:00:00,S3,i-87654321,eu-central-1,31.54,4174.98,Reserved,Dept_D,User_3,Running
2023-06-18 06:00:00,EC2,vol-12345678,us-east-1,73.36,4236.2,Spot,Dept_B,User_1,Terminated
2023-06-18 07:00:00,RDS,bucket-12345,eu-central-1,73.86,2063.17,On-Demand,Dept_A,User_5,Terminated
2023-06-18 08:00:00,S3,vol-12345678,us-west-2,98.7,4446.2,Reserved,Dept_A,User_3,Terminated
2023-06-18 09:00:00,Lambda,i-87654321,us-east-1,62.73,3598.04,Reserved,Dept_C,User_2,Stopped
2023-06-18 11:00:00,VPC,vol-12345678,ap-southeast-1,5.55,4945.96,Reserved,Dept_D,User_1,Terminated
2023-06-18 13:00:00,RDS,bucket-12345,us-west-2,91.99,1853.21,Reserved,Dept_C,User_2,Terminated
2023-06-18 16:00:00,VPC,vol-12345678,ap-southeast-1,35.12,2704.13,Spot,Dept_D,User_4,Stopped
2023-06-18 17:00:00,VPC,bucket-12345,us-east-1,79.24,4292.06,Reserved,Dept_A,User_3,Stopped
2023-06-18 18:00:00,EC2,i-12345678,us-west-2,8.56,95.45,On-Demand,Dept_C,User_3,Stopped
2023-06-18 22:00:00,Lambda,vol-12345678,us-west-2,96.6,3834.07,On-Demand,Dept_B,User_1,Terminated
2023-06-18 23:00:00,Lambda,bucket-12345,eu-central-1,19.59,636.32,Reserved,Dept_B,User_4,Stopped
2023-06-19 04:00:00,VPC,bucket-12345,eu-central-1,54.22,3363.45,On-Demand,Dept_C,User_5,Stopped
2023-06-19 05:00:00,S3,vol-12345678,us-west-2,95.34,3930.7,Reserved,Dept_C,User_5,Terminated
2023-06-19 06:00:00,DynamoDB,i-12345678,us-east-1,31.25,1012.86,On-Demand,Dept_B,User_2,Stopped
2023-06-19 08:00:00,DynamoDB,i-87654321,us-west-2,48.33,4789.95,On-Demand,Dept_D,User_5,Running
2023-06-19 10:00:00,VPC,vol-12345678,us-west-2,0.24,3924.36,Reserved,Dept_C,User_4,Stopped
2023-06-19 11:00:00,DynamoDB,bucket-12345,ap-southeast-1,61.63,2663.15,Spot,Dept_D,User_1,Running
2023-06-19 14:00:00,S3,vol-12345678,ap-southeast-1,63.12,2621.67,On-Demand,Dept_A,User_5,Terminated
2023-06-19 15:00:00,VPC,i-12345678,eu-central-1,0.56,2878.03,On-Demand,Dept_C,User_2,Running
2023-06-19 16:00:00,EC2,vol-12345678,ap-southeast-1,60.47,3350.4,On-Demand,Dept_A,User_4,Terminated
2023-06-19 17:00:00,RDS,i-87654321,us-west-2,44.76,847.37,On-Demand,Dept_A,User_3,Running
2023-06-19 18:00:00,VPC,i-12345678,eu-central-1,53.08,1207.25,Spot,Dept_B,User_2,Running
2023-06-19 20:00:00,Lambda,i-87654321,us-east-1,17.78,838.61,On-Demand,Dept_D,User_5,Stopped
2023-06-19 22:00:00,Lambda,i-12345678,us-east-1,55.59,1252.83,Reserved,Dept_B,User_1,Stopped
2023-06-19 23:00:00,VPC,bucket-12345,us-west-2,27.09,2726.15,Reserved,Dept_C,User_4,Stopped
2023-06-20 00:00:00,EC2,i-87654321,eu-central-1,93.74,4934.36,Spot,Dept_C,User_2,Terminated
2023-06-20 04:00:00,DynamoDB,i-87654321,us-west-2,52.3,4593.21,Spot,Dept_D,User_2,Running
2023-06-20 06:00:00,EC2,i-87654321,eu-central-1,32.19,803.06,Spot,Dept_D,User_3,Running
2023-06-20 08:00:00,S3,vol-12345678,us-west-2,73.01,1488.39,Spot,Dept_B,User_3,Stopped
2023-06-20 10:00:00,S3,bucket-12345,us-east-1,65.47,25.99,Reserved,Dept_D,User_2,Terminated
2023-06-20 12:00:00,EC2,bucket-12345,us-east-1,90.14,3805.6,On-Demand,Dept_D,User_5,Stopped
2023-06-20 13:00:00,RDS,vol-12345678,eu-central-1,55.69,1209.04,Reserved,Dept_C,User_4,Running
2023-06-20 14:00:00,RDS,i-12345678,eu-central-1,68.51,3419.13,Spot,Dept_A,User_4,Terminated
2023-06-20 15:00:00,EC2,bucket-12345,ap-southeast-1,1.2,1466.89,Reserved,Dept_C,User_5,Running
2023-06-20 17:00:00,S3,i-87654321,us-east-1,81.66,2126.84,Spot,Dept_C,User_2,Terminated
2023-06-20 18:00:00,RDS,i-87654321,ap-southeast-1,2.12,3068.79,Reserved,Dept_B,User_5,Terminated
2023-06-20 19:00:00,Lambda,bucket-12345,us-east-1,54.33,449.34,On-Demand,Dept_C,User_4,Stopped
2023-06-21 00:00:00,VPC,bucket-12345,ap-southeast-1,35.66,103.7,Spot,Dept_B,User_1,Stopped
2023-06-21 01:00:00,EC2,i-12345678,eu-central-1,4.28,1624.63,On-Demand,Dept_D,User_3,Running
2023-06-21 02:00:00,S3,i-12345678,us-west-2,27.97,1993.21,Reserved,Dept_C,User_3,Stopped
2023-06-21 04:00:00,VPC,bucket-12345,eu-central-1,86.6,4650.89,Spot,Dept_D,User_1,Running
2023-06-21 06:00:00,EC2,i-87654321,us-west-2,44.78,3436.82,Reserved,Dept_A,User_4,Running
2023-06-21 07:00:00,EC2,i-87654321,us-east-1,38.14,487.46,Reserved,Dept_B,User_2,Stopped
2023-06-21 08:00:00,S3,vol-12345678,eu-central-1,12.16,953.51,Spot,Dept_B,User_4,Running
2023-06-21 12:00:00,RDS,bucket-12345,eu-central-1,47.69,3719.65,Reserved,Dept_C,User_5,Running
2023-06-21 14:00:00,DynamoDB,i-87654321,eu-central-1,32.71,3419.81,On-Demand,Dept_B,User_1,Running
2023-06-21 15:00:00,RDS,i-87654321,ap-southeast-1,5.12,4123.38,On-Demand,Dept_B,User_2,Terminated
2023-06-21 16:00:00,DynamoDB,bucket-12345,us-west-2,40.49,2627.9,Reserved,Dept_D,User_5,Stopped
2023-06-22 00:00:00,VPC,bucket-12345,eu-central-1,90.58,4977.12,On-Demand,Dept_A,User_5,Terminated
2023-06-22 02:00:00,RDS,bucket-12345,ap-southeast-1,20.88,785.57,Spot,Dept_D,User_2,Terminated
2023-06-22 03:00:00,Lambda,i-12345678,us-west-2,54.6,4461.01,Reserved,Dept_B,User_4,Running
2023-06-22 04:00:00,DynamoDB,bucket-12345,eu-central-1,79.52,596.34,Reserved,Dept_A,User_2,Terminated
2023-06-22 07:00:00,S3,i-12345678,us-west-2,77.37,3957.56,On-Demand,Dept_C,User_1,Terminated
2023-06-22 08:00:00,S3,bucket-12345,us-east-1,10.45,4773.37,Reserved,Dept_D,User_2,Running
2023-06-22 09:00:00,RDS,i-12345678,ap-southeast-1,90.29,3947.97,Reserved,Dept_C,User_3,Running
2023-06-22 11:00:00,RDS,vol-12345678,ap-southeast-1,17.14,4746.91,Spot,Dept_D,User_5,Stopped
2023-06-22 12:00:00,RDS,bucket-12345,us-east-1,58.97,2768.66,Reserved,Dept_B,User_5,Running
2023-06-22 17:00:00,DynamoDB,bucket-12345,us-west-2,91.26,3926.76,Reserved,Dept_D,User_1,Stopped
2023-06-22 20:00:00,Lambda,i-12345678,us-east-1,37.5,806.09,Reserved,Dept_A,User_4,Running
2023-06-22 22:00:00,VPC,bucket-12345,us-west-2,70.78,1966.89,Reserved,Dept_D,User_5,Stopped
2023-06-22 23:00:00,EC2,bucket-12345,us-west-2,81.38,1862.68,Spot,Dept_A,User_2,Stopped
2023-06-23 00:00:00,EC2,i-87654321,us-west-2,12.67,3140.59,Spot,Dept_B,User_4,Terminated
2023-06-23 02:00:00,S3,vol-12345678,us-east-1,48.54,1902.72,Spot,Dept_B,User_5,Stopped
2023-06-23 04:00:00,S3,vol-12345678,us-east-1,78.96,3648.46,Spot,Dept_A,User_3,Stopped
2023-06-23 07:00:00,EC2,bucket-12345,eu-central-1,0.26,456.93,On-Demand,Dept_A,User_4,Stopped
2023-06-23 11:00:00,Lambda,bucket-12345,us-west-2,74.61,4170.13,Reserved,Dept_B,User_2,Terminated
2023-06-23 12:00:00,Lambda,i-12345678,us-west-2,8.54,2757.05,On-Demand,Dept_B,User_3,Stopped
2023-06-23 14:00:00,DynamoDB,i-87654321,us-west-2,67.57,4289.8,Reserved,Dept_C,User_4,Terminated
2023-06-23 17:00:00,Lambda,i-12345678,eu-central-1,11.6,1124.0,Spot,Dept_C,User_4,Stopped
2023-06-23 18:00:00,Lambda,vol-12345678,eu-central-1,25.07,2988.69,On-Demand,Dept_B,User_1,Stopped
2023-06-23 19:00:00,EC2,bucket-12345,us-west-2,81.68,1571.97,Reserved,Dept_A,User_4,Terminated
2023-06-23 22:00:00,VPC,vol-12345678,eu-central-1,78.94,4028.15,On-Demand,Dept_A,User_3,Stopped
2023-06-23 23:00:00,VPC,bucket-12345,us-west-2,28.78,479.63,Spot,Dept_B,User_3,Stopped
2023-06-24 00:00:00,RDS,vol-12345678,eu-central-1,84.55,1767.56,Spot,Dept_A,User_4,Running
2023-06-24 01:00:00,EC2,vol-12345678,us-east-1,11.76,1219.19,On-Demand,Dept_B,User_4,Running
2023-06-24 05:00:00,S3,i-87654321,us-east-1,33.01,1238.99,Spot,Dept_D,User_3,Stopped
2023-06-24 06:00:00,EC2,i-12345678,eu-central-1,68.75,4056.34,Reserved,Dept_C,User_2,Stopped
2023-06-24 07:00:00,S3,vol-12345678,ap-southeast-1,85.03,1556.47,On-Demand,Dept_A,User_2,Running
2023-06-24 10:00:00,RDS,i-12345678,us-west-2,53.43,1288.25,On-Demand,Dept_B,User_4,Stopped
2023-06-24 11:00:00,EC2,bucket-12345,ap-southeast-1,65.35,2427.99,Spot,Dept_A,User_2,Stopped
2023-06-24 13:00:00,VPC,vol-12345678,ap-southeast-1,91.28,3623.13,Reserved,Dept_C,User_1,Stopped
2023-06-24 14:00:00,EC2,i-12345678,us-east-1,65.48,2034.48,Reserved,Dept_D,User_3,Running
2023-06-24 15:00:00,S3,vol-12345678,ap-southeast-1,62.55,703.33,Reserved,Dept_D,User_5,Terminated
2023-06-24 17:00:00,Lambda,vol-12345678,ap-southeast-1,90.74,517.26,Reserved,Dept_B,User_4,Stopped
2023-06-24 22:00:00,VPC,bucket-12345,us-west-2,66.68,3266.91,Reserved,Dept_B,User_1,Running
2023-06-25 01:00:00,VPC,i-87654321,us-east-1,22.96,2509.37,Spot,Dept_B,User_3,Stopped
2023-06-25 02:00:00,VPC,bucket-12345,eu-central-1,99.8,1169.31,On-Demand,Dept_A,User_2,Terminated
2023-06-25 03:00:00,VPC,vol-12345678,us-west-2,43.17,2306.19,Spot,Dept_C,User_4,Running
2023-06-25 04:00:00,VPC,i-87654321,us-west-2,93.18,3434.39,On-Demand,Dept_D,User_2,Terminated
2023-06-25 05:00:00,S3,i-87654321,eu-central-1,43.14,2285.84,Spot,Dept_A,User_1,Running
2023-06-25 06:00:00,VPC,vol-12345678,us-west-2,92.82,213.02,On-Demand,Dept_D,User_2,Running
2023-06-25 08:00:00,VPC,i-87654321,ap-southeast-1,76.08,1757.63,On-Demand,Dept_D,User_4,Stopped
2023-06-25 10:00:00,VPC,vol-12345678,eu-central-1,64.63,405.49,Spot,Dept_B,User_1,Running
2023-06-25 11:00:00,Lambda,i-12345678,ap-southeast-1,67.79,2248.13,Reserved,Dept_B,User_4,Terminated
2023-06-25 12:00:00,VPC,i-87654321,us-west-2,10.38,3459.9,Reserved,Dept_B,User_3,Stopped
2023-06-25 15:00:00,RDS,vol-12345678,us-east-1,24.17,4775.55,On-Demand,Dept_D,User_1,Terminated
2023-06-25 16:00:00,DynamoDB,i-87654321,us-east-1,78.86,47.19,On-Demand,Dept_D,User_5,Terminated
2023-06-25 19:00:00,EC2,bucket-12345,us-east-1,28.35,1090.64,On-Demand,Dept_D,User_2,Running
2023-06-25 20:00:00,EC2,vol-12345678,us-west-2,42.81,3823.25,Reserved,Dept_B,User_4,Terminated
2023-06-25 21:00:00,Lambda,i-12345678,us-east-1,12.6,1561.02,Spot,Dept_C,User_3,Stopped
2023-06-25 22:00:00,DynamoDB,bucket-12345,us-east-1,91.35,1468.48,On-Demand,Dept_C,User_1,Running
2023-06-26 00:00:00,Lambda,vol-12345678,us-west-2,36.56,1351.0,Spot,Dept_D,User_3,Running
2023-06-26 01:00:00,RDS,i-87654321,us-west-2,30.04,1088.74,On-Demand,Dept_A,User_4,Running
2023-06-26 02:00:00,RDS,i-12345678,eu-central-1,68.99,1716.53,On-Demand,Dept_D,User_2,Running
2023-06-26 06:00:00,Lambda,i-12345678,us-west-2,87.14,4158.84,Reserved,Dept_C,User_5,Stopped
2023-06-26 08:00:00,Lambda,i-12345678,ap-southeast-1,36.9,1054.74,Reserved,Dept_C,User_4,Terminated
2023-06-26 11:00:00,EC2,i-12345678,us-east-1,89.07,2541.29,Spot,Dept_D,User_2,Terminated
2023-06-26 12:00:00,RDS,vol-12345678,us-east-1,37.55,569.36,Spot,Dept_A,User_3,Stopped
2023-06-26 13:00:00,Lambda,vol-12345678,ap-southeast-1,19.03,1107.06,Spot,Dept_A,User_4,Running
2023-06-26 17:00:00,Lambda,bucket-12345,ap-southeast-1,2.64,2713.0,Reserved,Dept_D,User_1,Terminated
2023-06-26 18:00:00,VPC,bucket-12345,us-east-1,33.65,2080.38,Reserved,Dept_A,User_3,Running
2023-06-26 19:00:00,VPC,vol-12345678,eu-central-1,4.58,182.43,Spot,Dept_D,User_5,Running
2023-06-26 21:00:00,S3,i-12345678,us-west-2,81.91,3585.07,Spot,Dept_A,User_2,Terminated
2023-06-26 22:00:00,VPC,bucket-12345,us-east-1,88.76,2044.31,Reserved,Dept_D,User_2,Stopped
2023-06-26 23:00:00,RDS,i-87654321,us-east-1,54.96,4229.56,Spot,Dept_D,User_5,Stopped
2023-06-27 00:00:00,RDS,i-12345678,ap-southeast-1,94.66,2673.93,Spot,Dept_C,User_2,Terminated
2023-06-27 01:00:00,Lambda,i-12345678,ap-southeast-1,0.66,326.51,Spot,Dept_D,User_2,Terminated
2023-06-27 03:00:00,Lambda,bucket-12345,eu-central-1,29.39,2309.13,On-Demand,Dept_D,User_4,Stopped
2023-06-27 04:00:00,DynamoDB,i-87654321,us-east-1,78.92,517.69,Spot,Dept_A,User_1,Stopped
2023-06-27 05:00:00,S3,bucket-12345,us-west-2,88.55,2855.62,Reserved,Dept_D,User_1,Terminated
2023-06-27 08:00:00,Lambda,i-87654321,us-west-2,66.62,4469.97,On-Demand,Dept_D,User_3,Stopped
2023-06-27 10:00:00,S3,bucket-12345,ap-southeast-1,45.84,2751.49,On-Demand,Dept_A,User_2,Terminated
2023-06-27 12:00:00,DynamoDB,i-12345678,us-west-2,10.58,3987.26,Reserved,Dept_A,User_2,Running
2023-06-27 13:00:00,S3,i-12345678,us-west-2,3.48,3480.85,Reserved,Dept_B,User_2,Stopped
2023-06-27 17:00:00,EC2,bucket-12345,us-east-1,43.78,1798.88,Reserved,Dept_D,User_5,Terminated
2023-06-27 18:00:00,Lambda,vol-12345678,us-east-1,95.77,880.94,Spot,Dept_B,User_4,Terminated
2023-06-27 19:00:00,EC2,i-12345678,eu-central-1,38.55,3680.7,On-Demand,Dept_B,User_3,Terminated
2023-06-27 20:00:00,Lambda,i-87654321,us-east-1,10.44,994.63,On-Demand,Dept_D,User_1,Terminated
2023-06-28 00:00:00,DynamoDB,vol-12345678,us-east-1,33.3,4247.83,Spot,Dept_A,User_5,Terminated
2023-06-28 01:00:00,VPC,bucket-12345,eu-central-1,39.41,3053.28,On-Demand,Dept_B,User_5,Terminated
2023-06-28 02:00:00,RDS,i-87654321,us-east-1,46.43,4173.82,Spot,Dept_A,User_2,Terminated
2023-06-28 04:00:00,DynamoDB,bucket-12345,eu-central-1,66.73,2598.06,On-Demand,Dept_D,User_5,Stopped
2023-06-28 05:00:00,S3,i-12345678,ap-southeast-1,94.48,3080.92,Reserved,Dept_B,User_5,Running
2023-06-28 06:00:00,RDS,bucket-12345,us-east-1,91.41,1854.91,On-Demand,Dept_B,User_2,Running
2023-06-28 07:00:00,DynamoDB,i-87654321,ap-southeast-1,66.47,2483.17,On-Demand,Dept_B,User_5,Running
2023-06-28 08:00:00,RDS,i-87654321,us-east-1,50.74,2734.8,Reserved,Dept_B,User_3,Stopped
2023-06-28 09:00:00,RDS,bucket-12345,us-west-2,82.6,4767.74,On-Demand,Dept_B,User_1,Stopped
2023-06-28 13:00:00,S3,bucket-12345,ap-southeast-1,2.64,3401.83,Reserved,Dept_A,User_5,Terminated
2023-06-28 16:00:00,Lambda,bucket-12345,ap-southeast-1,56.48,796.74,Reserved,Dept_B,User_4,Running
2023-06-28 17:00:00,VPC,vol-12345678,ap-southeast-1,99.31,1758.86,On-Demand,Dept_D,User_2,Running
2023-06-28 19:00:00,Lambda,i-12345678,us-west-2,51.79,2597.13,Reserved,Dept_C,User_1,Terminated
2023-06-28 20:00:00,EC2,i-87654321,us-west-2,38.99,4961.44,Reserved,Dept_C,User_3,Running
2023-06-28 21:00:00,DynamoDB,i-12345678,us-west-2,59.33,1926.47,On-Demand,Dept_C,User_2,Terminated
2023-06-28 22:00:00,Lambda,i-12345678,us-west-2,51.63,1214.14,On-Demand,Dept_A,User_1,Terminated
2023-06-29 01:00:00,DynamoDB,bucket-12345,us-east-1,83.61,4702.75,Spot,Dept_B,User_2,Terminated
2023-06-29 03:00:00,RDS,bucket-12345,us-west-2,7.23,4949.68,On-Demand,Dept_C,User_1,Running
2023-06-29 05:00:00,VPC,i-87654321,eu-central-1,66.02,4063.52,Reserved,Dept_A,User_4,Stopped
2023-06-29 08:00:00,Lambda,bucket-12345,us-east-1,14.55,3127.32,Reserved,Dept_B,User_2,Terminated
2023-06-29 09:00:00,EC2,bucket-12345,us-west-2,39.77,2906.3,Spot,Dept_C,User_2,Stopped
2023-06-29 11:00:00,DynamoDB,i-87654321,us-west-2,28.28,3932.43,Spot,Dept_C,User_2,Running
2023-06-29 12:00:00,EC2,i-87654321,us-east-1,8.92,4494.26,Spot,Dept_B,User_3,Terminated
2023-06-29 13:00:00,Lambda,i-12345678,us-east-1,97.06,1334.44,Spot,Dept_B,User_1,Stopped
2023-06-29 14:00:00,RDS,i-12345678,ap-southeast-1,39.57,1004.84,Spot,Dept_B,User_2,Running
2023-06-29 16:00:00,DynamoDB,i-87654321,us-west-2,97.12,1850.71,On-Demand,Dept_A,User_5,Terminated
2023-06-29 18:00:00,Lambda,bucket-12345,ap-southeast-1,45.55,349.75,On-Demand,Dept_D,User_3,Terminated
2023-06-29 19:00:00,Lambda,i-12345678,ap-southeast-1,77.91,2692.83,Reserved,Dept_D,User_1,Stopped
2023-06-29 20:00:00,EC2,vol-12345678,ap-southeast-1,15.45,3474.1,Spot,Dept_C,User_4,Stopped
2023-06-29 21:00:00,Lambda,bucket-12345,eu-central-1,9.57,4184.35,Reserved,Dept_A,User_5,Running
2023-06-29 23:00:00,VPC,vol-12345678,ap-southeast-1,3.21,932.01,On-Demand,Dept_D,User_3,Stopped
2023-06-30 00:00:00,EC2,i-87654321,eu-central-1,97.24,4822.7,Reserved,Dept_A,User_2,Running
2023-06-30 01:00:00,S3,i-87654321,us-west-2,67.25,473.71,Spot,Dept_A,User_2,Terminated
2023-06-30 02:00:00,DynamoDB,bucket-12345,us-east-1,42.02,3845.11,On-Demand,Dept_C,User_2,Terminated
2023-06-30 05:00:00,RDS,bucket-12345,us-west-2,56.35,4491.13,Spot,Dept_A,User_3,Running
2023-06-30 06:00:00,DynamoDB,bucket-12345,us-west-2,71.14,3765.5,Reserved,Dept_D,User_3,Stopped
